car name,price,engine_capacity,cylinder,horse_power,top_speed,seats,brand,country
Lexus LS 2021 600h Titanium (LWB),"OMR 50,500",5.0,8,438,220,5 Seater,lexus,oman
Mercedes-Benz S-Class 2021 S 500 e,"OMR 55,520",3.0,6,442,250,5 Seater,mercedes-benz,oman
Audi RS6 Avant 2021 4.0L TFSI V8 quattro,TBD,4.0,8,600,305,5 Seater,audi,oman
Mercedes-Benz E 63 AMG 2021 S 4MATIC+,"OMR 52,640",4.0,8,612,250,5 Seater,mercedes-benz,oman
Porsche Panamera 2021 4S Executive,"OMR 55,600",3.0,6,435,289,4 Seater,porsche,oman
Nissan GT-R 2021 50th Anniversary,"OMR 51,000",3.8,6,565,315,4 Seater,nissan,oman
Porsche 911 2021 Targa 4 GTS,"OMR 56,400",3.0,6,550,2 Seater,3.7,porsche,oman
Audi RS7 2021 4.0 TFSI Performance,"OMR 54,300",4.0,8,605,305,5 Seater,audi,oman
BMW 6 Series Gran Coupe 2021 650i xDrive,"OMR 52,000",4.4,8,450,250,4 Seater,bmw,oman
Nissan GT-R 2021 Premium,"OMR 50,000",3.8,6,565,315,4 Seater,nissan,oman
Porsche Panamera Sport Turismo 2021 4S,"OMR 53,500",2.9,6,440,286,5 Seater,porsche,oman
Porsche 911 2021 Carrera 4 GTS,"OMR 52,200",3.0,6,550,2 Seater,3.7,porsche,oman
Porsche 911 2021 Carrera GTS Cabriolet,"OMR 53,700",3.0,6,450,308,2 Seater,porsche,oman
Mercedes-Benz S-Class 2021 S 500,"OMR 55,600",4.7,8,455,250,5 Seater,mercedes-benz,oman
Morgan Aero 8 2021 4.8L Manual,"OMR 53,000",4.8,8,490,N A,4.5,morgan,oman
BMW 6 Series Convertible 2021 650i xDrive,"OMR 52,000",4.4,8,450,250,4 Seater,bmw,oman
Mercedes-Benz S-Class 2021 S 560 4MATIC,"OMR 57,175",4.0,8,469,250,5 Seater,mercedes-benz,oman
Audi S8 2021 Plus 4.0 TFSI quattro (605 HP),"OMR 58,400",4.0,8,605,250,5 Seater,audi,oman
Mercedes-Benz S-Class 2021 S 500 4MATIC,"OMR 57,175",4.7,8,455,250,5 Seater,mercedes-benz,oman
Maserati GranCabrio 2021 4.7L V8 Sport,"OMR 56,500",4.7,8,460,288,4 Seater,maserati,oman
Land Rover Range Rover 2021 5.0L V8 Vogue SE (525 PS),"OMR 58,720",5.0,8,525,225,5 Seater,land-rover,oman
Mercedes-Benz SL 63 AMG 2021 5.5L,"OMR 59,020",5.5,8,585,250,2 Seater,mercedes-benz,oman
Audi A8 2021 W12 6.3 FSI quattro (500 HP),"OMR 59,000",6.3,12,500,250,5 Seater,audi,oman
Audi R8 Coupe 2021 5.2 V10,"OMR 57,700",5.2,10,540,323,2 Seater,audi,oman
Mercedes-Benz AMG GT 2021 4.0L R,"OMR 59,790",4.0,N/A,576,318,2 Seater,mercedes-benz,oman
Lexus LS 2021 600h Ottoman (LWB),"OMR 58,000",5.0,8,438,250,4 Seater,lexus,oman
Mercedes-Benz AMG GT 2021 4.0L S,"OMR 59,790",4.0,N/A,514,310,2 Seater,mercedes-benz,oman
Porsche 911 2021 Carrera 4 GTS Cabrio,"OMR 56,400",3.0,6,550,2 Seater,3.8,porsche,oman
Porsche 911 2021 GT3,"OMR 56,600",3.8,6,475,315,2 Seater,porsche,oman
Land Rover Range Rover 2021 5.0L V8 Vogue SE LWB (525 PS),"OMR 61,100",5.0,8,525,225,5 Seater,land-rover,oman
Land Rover Range Rover Sport 2021 5.0L V8 SVR (575 PS),"OMR 61,500",5.0,8,575,280,5 Seater,land-rover,oman
BMW M6 Convertible 2021 4.4T,"OMR 71,000",4.4,8,560,250,4 Seater,bmw,oman
Land Rover Range Rover 2021 5.0L V8 Autobiography LWB (525 PS),"OMR 69,740",5.0,8,525,250,4 Seater,land-rover,oman
Maserati GranCabrio 2021 4.7L V8 MC,"OMR 61,500",4.7,N/A,460,291,4 Seater,maserati,oman
BMW M5 Sedan 2021 4.4T (600 HP),"OMR 62,000",4.4,8,600,250,5 Seater,bmw,oman
Mercedes-Benz S-Class Coupe 2021 S 560 4MATIC,"OMR 60,135",4.0,8,469,250,4 Seater,mercedes-benz,oman
Mercedes-Benz S-Class 2021 S 600,"OMR 70,325",6.0,12,530,250,4 Seater,mercedes-benz,oman
Maserati Quattroporte 2021 3.8T V8 GTS GranLusso,"OMR 63,500",3.8,8,530,310,5 Seater,maserati,oman
Porsche 911 2021 Turbo Cabriolet,"OMR 70,100",3.8,6,520,315,4 Seater,porsche,oman
Maserati Quattroporte 2021 3.8T V8 GTS GranSport,"OMR 65,500",3.8,8,530,310,5 Seater,maserati,oman
BMW M6 Coupe 2021 4.4T,"OMR 67,000",4.4,8,560,250,4 Seater,bmw,oman
BMW X5 M 2021 Competition 4.4T xDrive,TBD,4.4,8,617,250,5 Seater,bmw,oman
Land Rover Range Rover 2021 5.0L V8 Autobiography (525 PS),"OMR 67,060",5.0,8,525,225,5 Seater,land-rover,oman
Nissan GT-R 2021 Black Edition,"OMR 55,300",3.8,6,565,315,4 Seater,nissan,oman
Audi R8 Coupe 2021 5.2 V10 Plus,"OMR 66,000",5.2,10,610,330,2 Seater,audi,oman
Porsche 911 2021 Turbo,"OMR 65,100",3.8,6,520,315,4 Seater,porsche,oman
McLaren 570 GT 2021 3.8T Coupe,"OMR 79,000",3.8,8,562,328,2 Seater,mclaren,oman
BMW 7 Series 2021 M760Li xDrive,"OMR 76,000",6.6,12,585,250,5 Seater,bmw,oman
Porsche Panamera Sport Turismo 2021 GTS,"OMR 61,200",4.0,8,460,289,5 Seater,porsche,oman
Porsche 911 2021 Turbo S,"OMR 78,500",3.8,6,560,318,4 Seater,porsche,oman
BMW 7 Series 2021 760Li,"OMR 76,000",6.0,12,544,250,5 Seater,bmw,oman
Porsche Panamera Sport Turismo 2021 Turbo,"OMR 74,700",4.0,8,550,304,5 Seater,porsche,oman
Mercedes-Benz S 63 AMG 2021 4.0L 4MATIC+,"OMR 73,710",4.0,8,612,250,5 Seater,mercedes-benz,oman
Porsche Panamera 2021 Turbo,"OMR 73,800",4.0,8,550,306,4 Seater,porsche,oman
Mercedes-Benz S 63 AMG Coupe 2021 4.0L 4MATIC+,"OMR 79,100",4.0,N/A,601,250,4 Seater,mercedes-benz,oman
Porsche Panamera 2021 Turbo Executive,"OMR 77,800",4.0,8,550,306,4 Seater,porsche,oman
BMW M6 Gran Coupe 2021 4.4T,"OMR 71,000",4.4,8,560,250,4 Seater,bmw,oman
McLaren 540C 2021 3.8T Coupe,"OMR 71,000",3.8,8,540,2 Seater,3.5,mclaren,oman
McLaren 570S 2021 3.8T Coupe,"OMR 79,000",3.8,8,562,333,2 Seater,mclaren,oman
Porsche Panamera 2021 GTS,"OMR 60,300",4.0,8,460,292,4 Seater,porsche,oman
Porsche 911 2021 Turbo S Cabriolet,"OMR 83,500",3.8,6,560,318,4 Seater,porsche,oman
Porsche Panamera 2021 Turbo S E-Hybrid Executive,"OMR 90,800",4.0,8,680,310,4 Seater,porsche,oman
Nissan GT-R 2021 Nismo,"OMR 81,000",3.8,6,600,350,4 Seater,nissan,oman
BMW i8 2021 Plug-in Hybrid,"OMR 81,000",1.5,3,570,4 Seater,4.4,bmw,oman
Bentley Continental GT 2021 4.0T V8,"OMR 88,000",6.0,8,542,318,4 Seater,bentley,oman
Mercedes-Benz Maybach 2021 S 650,"OMR 82,630",6.0,12,630,250,4 Seater,mercedes-benz,oman
Nissan GT-R 2021 Track Edition,"OMR 60,000",3.8,6,600,350,4 Seater,nissan,oman
Mercedes-Benz Maybach 2021 62 LWB,"OMR 82,630",6.0,N/A,530,250,4 Seater,mercedes-benz,oman
Mercedes-Benz SL 65 AMG 2021 6.0L,"OMR 82,820",6.0,12,630,250,2 Seater,mercedes-benz,oman
McLaren 570S Spider 2021 3.8T,"OMR 82,000",3.8,8,600,2 Seater,3.2,mclaren,oman
Aston Martin Rapide AMR 2021 6.0L V12,"OMR 104,370",5.9,12,590,330,4 Seater,aston-martin,oman
Porsche Panamera 2021 Turbo S E-Hybrid,"OMR 86,800",4.0,8,680,310,4 Seater,porsche,oman
Bentley Flying Spur 2021 2.9T V6 Hybrid,TBD,2.9,6,544,285,5 Seater,bentley,oman
Bentley Continental GT Convertible 2021 V8,"OMR 85,000",4.0,8,542,301,4 Seater,bentley,oman
Mercedes-Benz S 65 AMG 2021 6.0L V12 (630 HP),"OMR 98,625",6.0,12,630,250,5 Seater,mercedes-benz,oman
Rolls Royce Ghost 2021 6.75T Short Wheelbase,"OMR 115,000",6.8,12,571,250,5 Seater,rolls-royce,oman
Bentley Bentayga 2021 6.0L W12 Speed,"OMR 120,000",6.0,12,626,301,5 Seater,bentley,oman
Bentley Bentayga 2021 4.0L V8,"OMR 84,000",4.0,8,542,290,5 Seater,bentley,oman
Bentley Bentayga 2021 6.0L W12,"OMR 95,000",6.0,12,600,301,5 Seater,bentley,oman
McLaren 720S 2021 4.0T Coupe,"OMR 110,000",4.0,8,770,2 Seater,2.9,mclaren,oman
Mercedes-Benz S 65 AMG Coupe 2021 6.0L,"OMR 105,930",6.0,N/A,630,250,4 Seater,mercedes-benz,oman
Bentley Continental GT Convertible 2021 W12,"OMR 110,000",6.0,12,567,314,4 Seater,bentley,oman
Bentley Bentayga 2021 4.0L V8 Design Series,"OMR 95,000",4.0,8,542,290,5 Seater,bentley,oman
Bentley Bentayga 2021 6.0L W12 Mulliner,"OMR 160,000",6.0,12,600,301,5 Seater,bentley,oman
Rolls Royce Wraith 2021 6.6L Base,"OMR 140,000",6.6,12,624,250,4 Seater,rolls-royce,oman
Ferrari GTC4Lusso 2021 3.9T V8,"OMR 106,000",3.9,8,610,320,4 Seater,ferrari,oman
Bentley Flying Spur 2021 6.0T W12,"OMR 135,000",6.0,12,626,333,5 Seater,bentley,oman
Bentley Mulsanne 2021 6.75L V8,DISCONTINUED,6.8,8,505,296,5 Seater,bentley,oman
Ferrari GTC4Lusso 2021 6.3L V12,"OMR 129,000",6.3,12,690,335,4 Seater,ferrari,oman
Aston Martin DB11 AMR 2021 5.2T V12,"KWD 80,725",5.2,12,700,N A,3.7,aston-martin,kuwait
Honda HR-V 2021 1.8 i-VTEC LX,Orangeburst Metallic,1.8,4,140,190,5 Seater,honda,kuwait
Honda HR-V 2021 1.8 i-VTEC EX,"KWD 6,800",1.8,4,140,190,5 Seater,honda,kuwait
Genesis GV80 2021 3.5T Royal (AWD),Following,3.5,6,530,7 Seater,5.5,genesis,kuwait
Fiat 500e 2021 La Prima,TBD,0.0,"N/A, Electric",Single,Automatic,150,fiat,kuwait
Aston Martin DBS Superleggera 2021 5.2T V12,"KWD 97,179",5.2,12,900,4 Seater,3.4,aston-martin,kuwait
Ford Bronco 2021 2.7T Outer Banks,TBD,2.7,6,542,5 Seater,6.9,ford,kuwait
Honda HR-V 2021 LX Black Edition,Orangeburst Metallic,1.8,4,141,190,5 Seater,honda,kuwait
Honda HR-V 2021 1.8 i-VTEC DX,"KWD 4,888",1.8,4,140,190,5 Seater,honda,kuwait
Geely Azkarra 2021 1.5TD Comfort (2WD),"KWD 5,750",1.5,3,177,200,5 Seater,geely,kuwait
Ford Bronco 2021 2.3T Big Bend,TBD,2.3,4,420,4 Seater,7.5,ford,kuwait
Volkswagen Golf GTI 2021 2.0T S,TBD,2.0,4,245,210,5 Seater,volkswagen,kuwait
Lincoln Aviator 2021 3.0T V6 Base,Following,3.0,6,400,250,7 Seater,lincoln,kuwait
MG HS 2021 2.0T Comfort,"KWD 6,499",2.0,4,231,210,5 Seater,mg,kuwait
Hyundai Palisade 2021 3.8L GDi (FWD) Premium,"KWD 11,250",3.8,6,355,8 Seater,7.7,hyundai,kuwait
Lincoln Aviator 2021 3.0T V6 Reserve,Following,3.0,6,400,250,7 Seater,lincoln,kuwait
Lincoln Aviator 2021 3.0T V6 Presidential,Following,3.0,6,400,250,7 Seater,lincoln,kuwait
Hyundai Palisade 2021 3.8L GDi (FWD) Comfort,"KWD 10,750",3.8,6,355,8 Seater,7.7,hyundai,kuwait
MG HS 2021 2.0T Luxury (AWD),"KWD 7,399",2.0,4,231,210,5 Seater,mg,kuwait
Mercedes-Benz GLB 2021 AMG 35 4MATIC,TBD,0.0,4,306,250,N A,mercedes-benz,kuwait
Mini SE EV 2021 135KW ALL4 (181 HP),TBD,0.0,"N/A, Electric",Single,Automatic,150,mini,kuwait
Porsche Taycan 2021 Turbo S,Jet Black Metallic,0.0,"N/A, Electric",Double,Automatic,260,porsche,kuwait
Mercedes-Benz EQV 2021 6 seater,TBD,0.0,"N/A, Electric",Single,Automatic,6 Seater,mercedes-benz,kuwait
Lotus Evija 2021 2000 kW (Type 130),"KWD 668,580",0.0,"N/A, Electric",1973,320,2 Seater,lotus,kuwait
Mercedes-Benz GLB 2021 250 4MATIC,TBD,0.0,4,224,236,N A,mercedes-benz,kuwait
Chevrolet Corvette 2021 6.2L 2LT Convertible,"KWD 32,500",6.2,8,495,312,2 Seater,chevrolet,kuwait
Land Rover Range Rover Evoque 2021 2.0T S (200 PS) AWD,"KWD 18,500",2.0,4,200,216,N A,land-rover,kuwait
Chevrolet Corvette 2021 6.2L 3LT Coupe,"KWD 30,500",6.2,8,495,312,2 Seater,chevrolet,kuwait
Porsche Taycan 2021 Turbo,Carrara White Metallic,0.0,"N/A, Electric",Double,Automatic,260,porsche,kuwait
BMW X2 2021 sDrive20i,"KWD 17,250",2.0,4,189,180,5 Seater,bmw,kuwait
Peugeot 508 2021 1.6T GT Line,"KWD 9,700",1.6,4,165,220,5 Seater,peugeot,kuwait
Hyundai Kona 2021 1.6L Turbo SE,Sunset Orange,1.6,4,175,205,5 Seater,hyundai,kuwait
GAC GS7 2021 2.0T GL,"KWD 7,777",2.0,4,201,200,5 Seater,gac,kuwait
BMW X7 2021 XDrive40i,"KWD 38,500",3.0,6,340,245,N A,bmw,kuwait
Kia Pegas 2021 1.4L MPI,TBD,1.4,4,95,170,N A,kia,kuwait
Hyundai Kona 2021 1.6L Turbo SEL,Sonic Silver,1.6,4,175,205,5 Seater,hyundai,kuwait
BMW X2 2021 sDrive20i (M sport X package),"KWD 17,750",2.0,4,189,180,5 Seater,bmw,kuwait
Ferrari SF90 Stradale 2021 4.0T V8 Plug-in-Hybrid,"KWD 158,500",4.0,8,25,800,Automatic,ferrari,kuwait
Maxus D90 2021 2.0T Executive Luxury (4WD),"KWD 9,500",2.0,4,225,175,7 Seater,maxus,kuwait
Ferrari 812 GTS 2021 6.5L V12,TBD,6.5,12,718,N A,3.0,ferrari,kuwait
Maxus D90 2021 2.0T Elite (2WD),"KWD 6,666",2.0,4,225,185,7 Seater,maxus,kuwait
BMW X7 2021 XDrive50i,"KWD 43,500",4.4,8,462,245,N A,bmw,kuwait
Soueast DX3 2021 1.5T Full Option,Following,1.5,4,155,180,N A,soueast ,kuwait
MG 6 2021 1.5T COM,"KWD 5,299",1.5,4,169,180,5 Seater,mg,kuwait
Bestune T77 2021 1.2T Limousine,"KWD 6,450",0.0,4,148,181,5 Seater,bestune,kuwait
MG 6 2021 1.5T STD,"KWD 4,799",1.5,4,169,180,5 Seater,mg,kuwait
Bestune T77 2021 1.2T Deluxe,"KWD 5,350",0.0,4,148,181,5 Seater,bestune,kuwait
Bestune T77 2021 1.2T Comfort,"KWD 5,100",0.0,4,148,181,5 Seater,bestune,kuwait
Bestune T77 2021 1.2T Premium,"KWD 5,950",0.0,4,148,181,5 Seater,bestune,kuwait
MG 6 2021 1.5T LUX,"KWD 6,099",1.5,4,169,180,5 Seater,mg,kuwait
Hongqi HS5 2021 2.0T Premium (AWD),"KWD 11,650",2.0,4,224,210,5 Seater,hongqi,kuwait
Hongqi HS5 2021 2.0T Comfort,"KWD 8,650",2.0,4,224,210,5 Seater,hongqi,kuwait
Hongqi HS5 2021 2.0T Deluxe,"KWD 9,650",2.0,4,224,210,5 Seater,hongqi,kuwait
Audi RS Q8 2021 4.0 TFSI V8 Quattro,Following,4.0,8,600,250,5 Seater,audi,kuwait
Hongqi HS5 2021 2.0T Premium,"KWD 10,650",2.0,4,224,210,5 Seater,hongqi,kuwait
Soueast DX7 2021 1.8T Prime,"KWD 6,250",1.5,4,195,180,N A,soueast,kuwait
Ferrari F8 Tributo 2021 3.9T V8,"KWD 83,400",3.9,8,710,340,2 Seater,ferrari,kuwait
Lincoln Crosair 2021 2.0T Base,"KWD 11,999",2.0,4,245,5 Seater,7.3,lincoln,kuwait
Lincoln Crosair 2021 2.0T Reserve,"KWD 13,000",2.0,4,245,5 Seater,7.3,lincoln,kuwait
Audi e-tron Sportback 2021 55 (95 kWh) Quattro,Following,0.0,"N/A, Electric",Double,Automatic,200,audi,kuwait
Hyundai Ioniq 5 2022 EV 58 kWh,TBD,0.0,"N/A, Electric",Single,185,5 Seater,hyundai,kuwait
Maserati MC20 2021 3.0T V6,TBD,3.0,6,630,325,2 Seater,maserati,kuwait
Hyundai Ioniq 5 2022 EV 72.6 kWh,TBD,0.0,"N/A, Electric",Single,Automatic,185,hyundai,kuwait
Audi e-tron Sportback 2021 50 (71 kWh) Quattro,Following,0.0,"N/A, Electric",Double,Automatic,190,audi,kuwait
Hongqi H9 2021 3.0T Flagship Edition,Following,3.0,6,283,250,5 Seater,hongqi,kuwait
McLaren 765LT 2021 4.0T V8,"KWD 111,270",4.0,8,755,330,2 Seater,mclaren,kuwait
Hongqi H9 2021 3.0T Flagship 4-seat Edition,Following,3.0,6,283,250,5 Seater,hongqi,kuwait
MG GT 2022 1.5T Comfort,TBD,1.5,4,173,215,5 Seater,mg,kuwait
Geely Tugella 2021 2.0T GL (4WD),TBD,2.0,4,238,5 Seater,6.9,geely,kuwait
MG GT 2022 1.5L Standard,TBD,1.5,4,118,185,5 Seater,mg,kuwait
MG GT 2022 1.5T Luxury,TBD,1.5,4,173,215,5 Seater,mg,kuwait
Ford Figo 2021 1.4L,"KWD 3,100",1.4,4,84,169,5 Seater,ford,kuwait
Hyundai i10 2021 1.2L MPI,TBD,1.2,4,84,171,5 Seater,hyundai,kuwait
Chery Arrizo 3 2021 1.5L Comfort,"KWD 3,000",1.5,4,107,175,5 Seater,chery,kuwait
Mitsubishi Mirage 2021 1.2 GLX,"KWD 2,899",1.2,3,77,167,5 Seater,mitsubishi,kuwait
Hyundai i10 2021 1.0L MPI,TBD,1.0,3,67,156,5 Seater,hyundai,kuwait
Hyundai Grand i10 2021 1.2 GLS,"KWD 3,750",1.2,4,84,145,5 Seater,hyundai,kuwait
Changan CS35 2021 1.6L Standard (2WD),"KWD 3,750",1.6,4,123,180,5 Seater,changan,kuwait
Suzuki Dzire 2021 1.2L GL,"KWD 2,950",1.2,4,82,170,5 Seater,suzuki,kuwait
Mitsubishi Mirage 2021 1.2 GLS,"KWD 3,099",1.2,3,77,167,5 Seater,mitsubishi,kuwait
Mitsubishi Attrage 2021 1.2 GLX (Base),"KWD 3,000",1.2,3,76,170,5 Seater,mitsubishi,kuwait
Kia Picanto 2021 1.2L Base,"KWD 3,600",1.2,4,84,161,5 Seater,kia,kuwait
Chery Arrizo 5 2021 1.5L (Luxury),"KWD 4,300",1.5,4,114,180,5 Seater,chery,kuwait
Hyundai Accent 2021 1.4L GL,"KWD 4,250",1.4,4,100,185,5 Seater,hyundai,kuwait
Ford Fiesta 2021 1.6L Ambiente,"KWD 4,200",1.6,4,104,175,5 Seater,ford,kuwait
Suzuki Baleno 2021 1.4L GLX,"KWD 3,500",1.4,4,91,170,5 Seater,suzuki,kuwait
Ford Figo 2021 1.5L Ambiente H/B,"KWD 4,000",1.5,4,110,175,5 Seater,ford,kuwait
Hyundai Accent 2021 1.6L GL,"KWD 4,450",1.6,4,122,184,5 Seater,hyundai,kuwait
Toyota Avanza 2021 1.5L SE,"KWD 4,400",1.5,N/A,103,180,7 Seater,toyota,kuwait
Peugeot 301 2021 1.6L Access,"KWD 4,100",1.6,4,115,188,5 Seater,peugeot,kuwait
Renault Megane 2021 1.6L PE,"KWD 3,699",1.6,4,115,180,5 Seater,renault,kuwait
Honda City 2021 1.5L DX,Following,1.5,4,119,190,5 Seater,honda,kuwait
Kia Rio Hatchback 2021 1.4L MPI,"KWD 4,200",1.4,4,100,180,5 Seater,kia,kuwait
Kia Picanto 2021 1.2L Top,"KWD 4,200",1.2,4,84,161,5 Seater,kia,kuwait
Peugeot 301 2021 1.6L Active,"KWD 4,500",1.6,N/A,115,188,5 Seater,peugeot,kuwait
Peugeot 301 2021 1.6L Allure (6 AT),"KWD 4,500",1.6,4,115,188,5 Seater,peugeot,kuwait
Isuzu D-MAX 2021 Single Cab 2WD Standard,"KWD 4,600",2.5,4,79,150,3 Seater,isuzu,kuwait
Honda City 2021 1.5L LX,Following,1.5,4,119,190,5 Seater,honda,kuwait
Geely EC7 2021 1.8L MPI,"KWD 3,500",1.8,4,133,177,5 Seater,geely,kuwait
Peugeot 301 2021 1.6L Allure,"KWD 4,500",1.6,4,115,180,5 Seater,peugeot,kuwait
Kia Rio Sedan 2021 1.4L MPI,"KWD 4,500",1.4,N/A,100,183,5 Seater,kia,kuwait
Seat Ibiza 2021 1.6L Reference,"KWD 4,500",1.6,4,110,197,5 Seater,seat,kuwait
Peugeot Partner 2021 1.6L K9 (Long),"KWD 4,500",1.6,4,110,3 Seater,11.0,peugeot,kuwait
Hyundai Elantra 2021 1.6L Smart,"KWD 4,500",1.6,4,127,209,5 Seater,hyundai,kuwait
Honda City 2021 1.5L LX Sport,Following,1.5,4,119,190,5 Seater,honda,kuwait
Chevrolet Trax 2021 1.8L LT FWD,Mosaic Black Metallic,1.8,4,140,180,5 Seater,chevrolet,kuwait
Suzuki Ciaz 2021 1.4L GLX,"KWD 3,750",1.4,4,92,170,5 Seater,suzuki,kuwait
Ford Figo 2021 1.5L Trend H/B,"KWD 4,600",1.5,4,110,175,5 Seater,ford,kuwait
Ford Focus 2021 1.5L EcoBoost Ambiente,"KWD 4,800",1.5,4,150,212,5 Seater,ford,kuwait
Mitsubishi L200 2021 2.4L Single Cab GL (2WD),"KWD 4,600",2.4,4,128,169,3 Seater,mitsubishi,kuwait
Peugeot 208 2021 1.6L Access,"KWD 4,800",1.6,4,120,190,5 Seater,peugeot,kuwait
Hyundai Creta 2021 1.5L,"KWD 4,800",1.5,4,144,5 Seater,12,hyundai,kuwait
Seat Ibiza 2021 1.6L Style,"KWD 4,800",1.6,4,110,197,5 Seater,seat,kuwait
Ford Fiesta 2021 1.6L Trend,"KWD 4,700",1.6,4,104,175,5 Seater,ford,kuwait
Ford Focus 2021 1.5L EcoBoost Ambiente (Sedan),"KWD 4,900",1.5,4,148,210,5 Seater,ford,kuwait
Peugeot 208 2021 Active,"KWD 4,800",1.6,4,120,180,5 Seater,peugeot,kuwait
Ford EcoSport 2021 1.5 Ambiente,"KWD 4,700",1.5,N/A,120,170,5 Seater,ford,kuwait
DFM AX7 2021 2.0L Standard FWD,"KWD 4,650",2.0,4,147,185,5 Seater,dfm,kuwait
Kia Rio Sedan 2021 1.4 Mid Option,"KWD 4,800",1.4,4,107,183,5 Seater,kia,kuwait
Suzuki Ertiga 2021 1.5L GLX,"KWD 4,050",1.5,4,103,170,7 Seater,suzuki,kuwait
Seat Toledo 2021 1.6L Reference,"KWD 4,850",1.6,4,110,195,5 Seater,seat,kuwait
Ford EcoSport 2021 1.0T Ambiente,"KWD 4,800",1.0,3,125,180,5 Seater,ford,kuwait
King Long Standard Body Passenger Van 2021 2.3L Passenger (15-Seater),"KWD 5,000",2.2,4,102,120,15 Seater,kinglong,kuwait
Ford EcoSport 2021 1.5 Trend,"KWD 5,200",1.5,N/A,120,170,5 Seater,ford,kuwait
Ford Focus 2021 1.5L EcoBoost Trend (Sedan),"KWD 5,300",1.5,4,148,210,5 Seater,ford,kuwait
Seat Toledo 2021 1.6L Style,"KWD 5,250",1.6,4,110,195,5 Seater,seat,kuwait
Kia Rio Hatchback 2021 1.6L MPI,"KWD 5,200",1.6,4,123,190,5 Seater,kia,kuwait
Honda City 2021 1.5L EX,Following,1.5,4,119,190,5 Seater,honda,kuwait
Isuzu D-MAX 2021 Crew Cab 2WD Standard,"KWD 5,100",2.5,4,109,160,5 Seater,isuzu,kuwait
Nissan Juke 2021 1.0T,TBD,1.0,3,180,5 Seater,11.1,nissan,kuwait
Peugeot 208 2021 Active Plus,"KWD 5,100",1.6,4,120,180,5 Seater,peugeot,kuwait
Ford Focus 2021 1.5L EcoBoost Trend,"KWD 5,200",1.5,4,150,212,5 Seater,ford,kuwait
Changan CS35 2021 1.6L Full Option (2WD),"KWD 4,300",1.6,4,123,180,5 Seater,changan,kuwait
Ford Figo Sedan 2021 1.5L Titanium,"KWD 5,100",1.5,4,112,172,5 Seater,ford,kuwait
Haval H2 2021 1.5T Intelligent,"KWD 4,699",1.5,4,148,170,5 Seater,haval,kuwait
Kia Rio Sedan 2021 1.6L MPI,"KWD 5,300",1.6,N/A,123,183,5 Seater,kia,kuwait
Honda Civic 2021 1.6L DX,"KWD 5,550",1.6,4,123,200,5 Seater,honda,kuwait
Peugeot 208 2021 1.6L GT Line,"KWD 5,500",1.6,4,115,190,5 Seater,peugeot,kuwait
Ford Focus 2021 1.6L Ambiente,"KWD 5,400",1.6,4,123,195,5 Seater,ford,kuwait
Ford Ranger 2021 2.5L Single Cab,"KWD 5,400",2.5,4,164,170,3 Seater,ford,kuwait
Seat Leon 2021 1.6L Reference,"KWD 5,300",1.6,4,110,185,5 Seater,seat,kuwait
Honda Civic 2021 1.6L DX Plus,"KWD 4,999",1.6,N/A,123,200,5 Seater,honda,kuwait
Peugeot 208 2021 Allure,"KWD 5,500",1.6,4,120,180,5 Seater,peugeot,kuwait
BAIC X65 2021 2.0T Elite,"KWD 5,900",2.0,4,177,180,5 Seater,baic,kuwait
Chevrolet Captiva 2021 1.5T Premium,Following,1.5,4,149,180,5 Seater,chevrolet,kuwait
Mitsubishi ASX 2021 2.0L GLX (2WD),"KWD 5,499",2.0,4,150,193,5 Seater,mitsubishi,kuwait
Ford Focus 2021 1.6L Ambiente (Sedan),"KWD 5,400",1.6,4,123,195,5 Seater,ford,kuwait
Chevrolet Captiva 2021 1.5T LT,Following,1.5,4,149,180,5 Seater,chevrolet,kuwait
Chevrolet Captiva 2021 1.5T LS,Following,1.5,4,149,180,5 Seater,chevrolet,kuwait
Hyundai Creta 2021 1.6L Mid,"KWD 5,750",1.6,4,121,169,5 Seater,hyundai,kuwait
Kia Carens 2021 1.6L Base,"KWD 5,500",1.6,4,132,180,5 Seater,kia,kuwait
Ford Fiesta 2021 1.6L Titanium,"KWD 5,500",1.6,4,104,175,5 Seater,ford,kuwait
Chevrolet Malibu 2021 1.5L Turbo Premier,"KWD 8,310",1.5,4,165,220,5 Seater,chevrolet,kuwait
Kia Carens 2021 2.0L Base,"KWD 5,800",1.6,4,150,180,7 Seater,kia,kuwait
Chevrolet Malibu 2021 1.5L Turbo LS,Black Cherry Metallic,1.5,4,165,220,5 Seater,chevrolet,kuwait
Changan CS75 2021 1.8T GDI Full Option (2WD),"KWD 6,850",1.8,4,177,180,5 Seater,changan,kuwait
Honda Civic 2021 1.6L LX Sport,Platinum White Pearl,1.6,4,123,200,5 Seater,honda,kuwait
Fiat 500X 2021 1.4T Cross,"KWD 7,450",1.4,4,140,190,5 Seater,fiat,kuwait
Fiat 500X 2021 1.4T City Cross,"KWD 6,550",1.4,4,140,190,5 Seater,fiat,kuwait
Chevrolet Malibu 2021 1.5L Turbo LT,"KWD 6,930",1.5,4,165,220,5 Seater,chevrolet,kuwait
Ford Focus 2021 1.6L Ambiente (station wagon),"KWD 5,600",1.6,4,123,195,5 Seater,ford,kuwait
Nissan Kicks 2021 1.6 S,"KWD 5,800",1.6,4,118,180,5 Seater,nissan,kuwait
